node	Loc	RTK70R
node_3119	East Africa	sensitive
AM260267	East Africa	sensitive
node_3123	Europe	sensitive
node_3142	East Africa	sensitive
node_3142	Horn of Africa	
node_3146	East Africa	sensitive
node_3146	Horn of Africa	
node_3242	Horn of Africa	sensitive
node_3245	East Africa	sensitive
node_3267	East Africa	sensitive
GQ399028	Europe	sensitive
node_3310	East Africa	sensitive
node_3310	Europe	
FJ591287	South America	sensitive
FJ591411	South America	resistant
FJ591368	South America	sensitive
node_3387	South America	sensitive
node_3394	South America	resistant
node_3395	South America	resistant
DQ518540	South America	sensitive
EF379168	South America	sensitive
AY727525	South America	sensitive
node_3403	South America	sensitive
AY390188	South America	sensitive
node_3407	South America	sensitive
node_3427	South America	sensitive
node_3433	South America	sensitive
node_3435	South America	sensitive
node_3441	South America	sensitive
node_3454	South America	sensitive
node_3464	South America	sensitive
FJ591836	South America	sensitive
node_3469	South America	sensitive
DQ518538	South America	sensitive
node_3472	South America	sensitive
HM534017	South America	sensitive
node_3484	South America	sensitive
node_3553	South America	sensitive
node_3585	South America	sensitive
DQ396386	South Africa	sensitive
node_139	Southern Africa ex SA	sensitive
EU110060	Asia	sensitive
EU683790	Asia	sensitive
EU110073	Asia	sensitive
node_246	Asia	sensitive
node_249	Asia	sensitive
node_250	Asia	sensitive
EF186927	Asia	sensitive
node_277	Asia	sensitive
FJ878938	Asia	sensitive
FJ878953	Asia	sensitive
HQ456670	Asia	sensitive
FJ878961	Asia	sensitive
EF186955	Asia	sensitive
DQ826668	Asia	sensitive
node_486	Asia	sensitive
node_491	Asia	sensitive
EF186930	Asia	sensitive
EF186975	Asia	sensitive
node_501	Asia	sensitive
node_503	Asia	sensitive
FJ878970	Asia	sensitive
EU683799	Asia	sensitive
EU110063	Asia	sensitive
DQ826611	Asia	sensitive
node_508	Asia	sensitive
node_509	Asia	sensitive
node_540	Asia	sensitive
node_568	Asia	sensitive
EU683773	Asia	sensitive
node_578	Asia	sensitive
DQ826636	Asia	sensitive
EF186966	Asia	resistant
AY049708	Asia	sensitive
AY049711	Asia	sensitive
EU158878	Asia	sensitive
node_613	Asia	sensitive
node_793	Horn of Africa	sensitive
node_802	Horn of Africa	sensitive
node_831	Horn of Africa	sensitive
node_832	Horn of Africa	sensitive
node_837	Horn of Africa	sensitive
node_838	Europe	sensitive
node_843	Horn of Africa	sensitive
node_855	Horn of Africa	sensitive
node_871	Horn of Africa	sensitive
node_872	Horn of Africa	sensitive
GU326128	Europe	sensitive
AY694255	Europe	sensitive
node_877	Horn of Africa	sensitive
HM119790	Central Africa	sensitive
AY756872	Southern Africa ex SA	sensitive
EU248490	Europe	sensitive
KC156216	Southern Africa ex SA	sensitive
node_1017	Central Africa	sensitive
AY756886	Southern Africa ex SA	sensitive
node_1021	Horn of Africa	sensitive
AY829292	Southern Africa ex SA	sensitive
KM050703	Central Africa	sensitive
node_1100	Central Africa	sensitive
node_1114	Central Africa	sensitive
node_1120	Central Africa	sensitive
node_1123	Southern Africa ex SA	sensitive
node_1129	Central Africa	sensitive
node_1130	Central Africa	sensitive
GQ433842	Central Africa	sensitive
node_1142	Central Africa	sensitive
node_1155	Central Africa	sensitive
node_1156	Central Africa	sensitive
KM050757	Central Africa	sensitive
node_1165	Central Africa	sensitive
node_1171	Central Africa	sensitive
node_1172	Central Africa	sensitive
AY756827	Southern Africa ex SA	sensitive
node_1182	South Africa	sensitive
node_1217	Central Africa	sensitive
node_1222	Central Africa	sensitive
EU248584	Europe	sensitive
GQ433806	Central Africa	sensitive
node_1314	Central Africa	sensitive
node_1316	Central Africa	sensitive
KM050180	Central Africa	sensitive
node_1320	Central Africa	sensitive
GQ433872	Central Africa	sensitive
node_1337	Central Africa	sensitive
node_1337	South Africa	
EF602191	South Africa	sensitive
node_1357	South Africa	sensitive
EF602233	South Africa	sensitive
EU854513	South Africa	sensitive
AF295284	Europe	sensitive
AY829327	Southern Africa ex SA	sensitive
KM049944	Central Africa	sensitive
KM050347	Central Africa	sensitive
HM119983	Central Africa	sensitive
node_1372	Central Africa	sensitive
node_1476	Central Africa	sensitive
node_1516	Central Africa	sensitive
node_1516	South Africa	
GU199570	Southern Africa ex SA	sensitive
KC156221	South Africa	sensitive
node_1520	Central Africa	sensitive
node_1554	Central Africa	sensitive
HM119748	Central Africa	sensitive
node_1558	Central Africa	sensitive
KM050077	Central Africa	sensitive
HM120023	Central Africa	sensitive
HM119934	Central Africa	sensitive
node_1564	Central Africa	sensitive
AY372165	Europe	sensitive
AY371693	Horn of Africa	sensitive
node_1625	Southern Africa ex SA	sensitive
node_1626	Southern Africa ex SA	sensitive
KY658708	Southern Africa ex SA	sensitive
node_1631	Southern Africa ex SA	sensitive
FJ199756	South Africa	sensitive
AF443098	Southern Africa ex SA	sensitive
AY829307	Southern Africa ex SA	sensitive
node_1638	Southern Africa ex SA	sensitive
GQ372203	North America	sensitive
AY829284	Southern Africa ex SA	sensitive
node_1651	Southern Africa ex SA	sensitive
node_1654	Southern Africa ex SA	sensitive
FJ878942	Asia	sensitive
node_1659	Asia	sensitive
node_1662	Asia	sensitive
node_1666	Asia	sensitive
HM119744	Central Africa	sensitive
node_1692	Central Africa	sensitive
AY756851	Southern Africa ex SA	sensitive
node_1694	Central Africa	sensitive
KM050702	Central Africa	sensitive
node_1697	Central Africa	sensitive
HM120117	Central Africa	sensitive
GU906868	Europe	sensitive
node_1708	Central Africa	sensitive
node_1708	Southern Africa ex SA	
node_1709	Central Africa	sensitive
HM119871	Central Africa	sensitive
node_1711	Central Africa	sensitive
node_1739	Central Africa	sensitive
node_1741	Southern Africa ex SA	sensitive
node_1746	Central Africa	sensitive
node_1750	Central Africa	sensitive
FJ199692	South Africa	sensitive
HM120082	Central Africa	sensitive
FJ445733	Southern Africa ex SA	sensitive
node_1756	Central Africa	sensitive
node_1756	Southern Africa ex SA	
HQ456682	Asia	sensitive
node_1758	Central Africa	sensitive
HM119795	Central Africa	sensitive
HM119903	Central Africa	sensitive
AM071443	Southern Africa ex SA	sensitive
node_1762	Central Africa	sensitive
node_1762	Horn of Africa	
node_1762	West Africa	
KM050649	Central Africa	sensitive
KM050650	Central Africa	sensitive
HM119686	Central Africa	sensitive
node_2140	Central Africa	sensitive
node_2157	Central Africa	sensitive
node_2163	Central Africa	sensitive
node_2165	Central Africa	sensitive
node_2166	Central Africa	sensitive
HM119614	Central Africa	sensitive
HM119914	Central Africa	sensitive
KM049935	Central Africa	sensitive
KM049936	Central Africa	sensitive
EU854509	South Africa	sensitive
AY756841	Southern Africa ex SA	sensitive
AY589913	South Africa	sensitive
node_2205	South Africa	sensitive
AY589902	South Africa	sensitive
node_2214	South Africa	sensitive
EF602598	Southern Africa ex SA	sensitive
node_2349	Central Africa	sensitive
HM120020	Central Africa	sensitive
node_2352	Central Africa	sensitive
AY756877	Southern Africa ex SA	sensitive
EF602620	Southern Africa ex SA	sensitive
node_2416	South Africa	sensitive
node_2416	Southern Africa ex SA	
node_2420	South Africa	sensitive
node_2420	Southern Africa ex SA	
EF602214	South Africa	sensitive
node_2424	South Africa	sensitive
node_2424	Southern Africa ex SA	
GQ399711	Europe	sensitive
AY136959	South Africa	sensitive
DQ009851	North America	sensitive
EF602605	Southern Africa ex SA	sensitive
node_2435	Central Africa	sensitive
node_2437	South Africa	sensitive
node_2439	Central Africa	sensitive
node_2447	Central Africa	sensitive
node_2577	South Africa	sensitive
node_2579	South Africa	sensitive
node_2630	South Africa	sensitive
node_2647	South Africa	sensitive
node_2651	South Africa	sensitive
node_2654	South Africa	sensitive
node_2661	Central Africa	sensitive
node_2662	Central Africa	sensitive
HM119820	Central Africa	sensitive
AY878064	South Africa	sensitive
KM050674	Central Africa	sensitive
KM050673	Central Africa	sensitive
AY713415	Horn of Africa	sensitive
AF447850	Horn of Africa	sensitive
MF373164	Europe	sensitive
AY789992	Horn of Africa	sensitive
AY878071	South Africa	sensitive
node_2672	South Africa	sensitive
node_2686	Central Africa	sensitive
node_2689	Central Africa	sensitive
GU253419	South Africa	sensitive
DQ275660	South Africa	sensitive
KM050726	Central Africa	sensitive
GU199544	Southern Africa ex SA	sensitive
AY589881	South Africa	sensitive
node_2705	Central Africa	sensitive
KC156125	South Africa	sensitive
node_2708	Central Africa	sensitive
DQ351217	South Africa	sensitive
node_2711	South Africa	sensitive
EF602243	South Africa	sensitive
node_2735	South Africa	sensitive
node_2757	South Africa	sensitive
node_2759	South Africa	sensitive
JX140668	South Africa	sensitive
AY878059	South Africa	sensitive
HM002515	West Africa	sensitive
node_2766	South Africa	sensitive
node_2769	South Africa	sensitive
node_2772	South Africa	sensitive
KU319538	Horn of Africa	sensitive
FJ199722	South Africa	sensitive
node_2804	South Africa	sensitive
node_2880	South Africa	sensitive
GQ433848	Central Africa	sensitive
JN687648	South Africa	sensitive
AY878058	South Africa	sensitive
node_2932	South Africa	sensitive
AM260245	East Africa	sensitive
node_3016	East Africa	sensitive
AM260220	East Africa	sensitive
AM260318	East Africa	sensitive
node_3026	East Africa	sensitive
node_3037	East Africa	sensitive
GQ999983	South Africa	sensitive
EU152466	South Africa	sensitive
node_3067	East Africa	sensitive
node_3068	East Africa	sensitive
node_3077	East Africa	sensitive
node_3087	East Africa	sensitive
AM040991	Central Africa	sensitive
AM260320	East Africa	sensitive
GQ399985	Europe	sensitive
GU969541	Europe	sensitive
MF373202	Europe	sensitive
node_3141	East Africa	sensitive
node_3141	Horn of Africa	
AM260239	East Africa	sensitive
node_3145	East Africa	sensitive
node_3145	Horn of Africa	
node_3237	Horn of Africa	sensitive
node_3241	Horn of Africa	sensitive
HM572410	East Africa	sensitive
AM260257	East Africa	sensitive
node_3256	East Africa	sensitive
node_3266	East Africa	sensitive
node_3299	Europe	sensitive
node_3309	East Africa	sensitive
node_3309	Europe	
FJ591388	South America	sensitive
node_3386	South America	sensitive
FJ591293	South America	resistant
node_3393	South America	resistant
FJ591302	South America	resistant
FJ591303	South America	resistant
FJ591468	South America	sensitive
FJ591317	South America	resistant
EU293534	South America	sensitive
EF379203	South America	sensitive
node_3423	South America	sensitive
node_3426	South America	sensitive
node_3430	South America	sensitive
node_3432	South America	sensitive
HM534176	South America	sensitive
EF120254	South America	sensitive
node_3440	South America	sensitive
HQ127560	South America	sensitive
FJ591557	South America	sensitive
node_3453	South America	sensitive
node_3457	South America	sensitive
node_3463	South America	sensitive
node_3467	South America	resistant
node_3468	South America	sensitive
DQ518531	South America	sensitive
DQ518543	South America	sensitive
node_3483	South America	sensitive
DQ344002	South America	sensitive
node_3550	South America	sensitive
node_3552	South America	sensitive
node_3556	South America	sensitive
node_3584	South America	sensitive
AY829335	Southern Africa ex SA	sensitive
DQ445632	South Africa	sensitive
EU110066	Asia	sensitive
node_245	Asia	sensitive
EU106123	Asia	sensitive
node_248	Asia	sensitive
EU781842	Asia	sensitive
EU110080	Asia	sensitive
EU683795	Asia	sensitive
node_276	Asia	sensitive
node_347	Asia	sensitive
node_485	Asia	sensitive
FJ878969	Asia	sensitive
node_490	Asia	sensitive
EU110081	Asia	sensitive
node_500	Asia	sensitive
DQ826651	Asia	sensitive
node_502	Asia	sensitive
EU110083	Asia	sensitive
EU683771	Asia	sensitive
EU683781	Asia	sensitive
EU110064	Asia	sensitive
node_534	Asia	sensitive
node_539	Asia	sensitive
node_547	Asia	sensitive
node_567	Asia	sensitive
DQ826658	Asia	resistant
node_577	Asia	sensitive
EU781834	Asia	sensitive
node_612	Asia	resistant
node_791	Horn of Africa	sensitive
node_792	Central Africa	sensitive
node_797	Horn of Africa	sensitive
node_801	Horn of Africa	sensitive
GQ433835	Central Africa	sensitive
node_830	Horn of Africa	sensitive
AY242581	Horn of Africa	sensitive
GQ400149	Europe	sensitive
node_835	Central Africa	sensitive
node_835	Horn of Africa	
node_835	Southern Africa ex SA	
node_836	Horn of Africa	sensitive
MF373171	Europe	sensitive
MF373170	Europe	sensitive
KU319549	Horn of Africa	sensitive
node_842	Horn of Africa	sensitive
node_845	Horn of Africa	sensitive
node_854	Horn of Africa	sensitive
node_863	Horn of Africa	sensitive
node_870	Horn of Africa	sensitive
GU969524	Europe	sensitive
AB285762	Horn of Africa	sensitive
node_876	Horn of Africa	sensitive
KM050719	Central Africa	sensitive
node_980	Central Africa	sensitive
node_1016	Central Africa	sensitive
KU319530	Horn of Africa	sensitive
node_1020	Horn of Africa	sensitive
KM050709	Central Africa	sensitive
node_1099	Central Africa	sensitive
KM050117	Central Africa	sensitive
node_1113	Central Africa	sensitive
KM049900	Central Africa	sensitive
node_1119	Central Africa	sensitive
node_1121	Southern Africa ex SA	sensitive
node_1122	Southern Africa ex SA	sensitive
HM119823	Central Africa	sensitive
node_1128	Central Africa	sensitive
GQ433809	Central Africa	sensitive
EU251803	East Africa	sensitive
EU152409	South Africa	sensitive
node_1141	Central Africa	sensitive
node_1152	Central Africa	sensitive
node_1154	Central Africa	sensitive
HM119616	Central Africa	sensitive
HM120128	Central Africa	sensitive
node_1159	Central Africa	sensitive
node_1164	Central Africa	sensitive
AY829277	Southern Africa ex SA	sensitive
node_1170	Central Africa	sensitive
KM050001	Central Africa	sensitive
AY136961	South Africa	sensitive
FJ199720	South Africa	sensitive
DQ351232	South Africa	sensitive
HM120122	Central Africa	sensitive
GQ427118	Central Africa	sensitive
node_1220	Central Africa	sensitive
node_1221	Central Africa	sensitive
node_1312	Central Africa	sensitive
node_1313	Central Africa	sensitive
KM050019	Central Africa	sensitive
node_1315	Central Africa	sensitive
KM050557	Central Africa	sensitive
node_1319	Central Africa	sensitive
node_1319	West Africa	
node_1335	South Africa	sensitive
node_1335	Southern Africa ex SA	
node_1336	South Africa	sensitive
AY162223	South Africa	sensitive
BD437615	South Africa	sensitive
HM120016	Central Africa	sensitive
HM119947	Central Africa	sensitive
node_1474	Central Africa	sensitive
node_1475	Central Africa	sensitive
node_1512	South Africa	sensitive
node_1515	South Africa	sensitive
KM049957	Central Africa	sensitive
KM050178	Central Africa	sensitive
HM119644	Central Africa	sensitive
node_1553	Central Africa	sensitive
HM119650	Central Africa	sensitive
EU251847	East Africa	sensitive
node_1562	Central Africa	sensitive
node_1563	Central Africa	sensitive
AF110969	Southern Africa ex SA	sensitive
AF110971	Southern Africa ex SA	sensitive
KY658709	Southern Africa ex SA	sensitive
AF110970	Southern Africa ex SA	sensitive
AF110967	Southern Africa ex SA	sensitive
AF110968	Southern Africa ex SA	sensitive
AF110978	Southern Africa ex SA	sensitive
node_1637	Southern Africa ex SA	sensitive
node_1649	Southern Africa ex SA	sensitive
node_1650	Southern Africa ex SA	sensitive
AY829330	Southern Africa ex SA	sensitive
node_1653	Southern Africa ex SA	sensitive
FJ878968	Asia	sensitive
EU158869	Asia	sensitive
DQ826653	Asia	sensitive
node_1661	Asia	sensitive
node_1664	Asia	sensitive
node_1665	Asia	sensitive
HM119721	Central Africa	sensitive
node_1691	Central Africa	sensitive
HM119691	Central Africa	sensitive
KM050700	Central Africa	sensitive
HM120149	Central Africa	sensitive
GU253415	South Africa	sensitive
AM071429	Southern Africa ex SA	sensitive
AF443092	Southern Africa ex SA	sensitive
HM119980	Central Africa	sensitive
HM120043	Central Africa	sensitive
HM119872	Central Africa	sensitive
HM119896	Central Africa	sensitive
node_1733	Central Africa	sensitive
node_1738	Central Africa	sensitive
AY756825	Southern Africa ex SA	sensitive
node_1740	Southern Africa ex SA	sensitive
KM050708	Central Africa	sensitive
node_1745	Central Africa	sensitive
node_1747	Central Africa	sensitive
node_1749	Central Africa	sensitive
EU244672	South Africa	sensitive
AY756873	Southern Africa ex SA	sensitive
HM119986	Central Africa	sensitive
AY756887	Southern Africa ex SA	sensitive
AJ583715	West Africa	sensitive
AY102506	Horn of Africa	sensitive
GU199553	Southern Africa ex SA	sensitive
GQ400143	Europe	sensitive
node_2153	Central Africa	sensitive
node_2156	Central Africa	sensitive
HM119801	Central Africa	sensitive
node_2162	Central Africa	sensitive
AY756864	Southern Africa ex SA	sensitive
KM049921	Central Africa	sensitive
KC156211	Southern Africa ex SA	sensitive
HM119718	Central Africa	sensitive
EU244670	South Africa	sensitive
node_2204	South Africa	sensitive
GU253404	South Africa	sensitive
node_2213	South Africa	sensitive
GQ848145	Europe	sensitive
KM050068	Central Africa	sensitive
EU854559	South Africa	sensitive
HM119618	Central Africa	sensitive
GU324885	Europe	sensitive
node_2415	South Africa	sensitive
node_2415	Southern Africa ex SA	
EF602595	Southern Africa ex SA	sensitive
node_2419	South Africa	sensitive
node_2419	Southern Africa ex SA	
AY756860	Southern Africa ex SA	sensitive
node_2423	Europe	sensitive
node_2423	South Africa	
node_2423	Southern Africa ex SA	
HM119680	Central Africa	sensitive
node_2434	South Africa	sensitive
FJ199689	South Africa	sensitive
node_2436	South Africa	sensitive
HM119923	Central Africa	sensitive
DQ011179	South Africa	sensitive
node_2442	Central Africa	sensitive
node_2442	South Africa	
node_2446	Central Africa	sensitive
node_2471	South Africa	sensitive
node_2576	South Africa	sensitive
EU244689	South Africa	sensitive
node_2578	South Africa	sensitive
node_2586	South Africa	sensitive
node_2629	South Africa	sensitive
node_2643	South Africa	sensitive
node_2646	South Africa	sensitive
KC156215	Southern Africa ex SA	sensitive
node_2650	South Africa	sensitive
EU152450	South Africa	sensitive
node_2653	South Africa	sensitive
KM050113	Central Africa	sensitive
node_2660	Central Africa	sensitive
KM050689	Central Africa	sensitive
DQ275658	South Africa	sensitive
FJ199552	South Africa	sensitive
DQ275661	South Africa	sensitive
HM120140	Central Africa	sensitive
GU324882	Europe	sensitive
HM120126	Central Africa	sensitive
node_2688	Central Africa	sensitive
node_2703	Central Africa	sensitive
node_2704	Central Africa	sensitive
KM050639	Central Africa	sensitive
HM119942	Central Africa	sensitive
AY136963	South Africa	sensitive
node_2710	South Africa	sensitive
AY878054	South Africa	sensitive
node_2734	South Africa	sensitive
node_2755	South Africa	sensitive
node_2756	South Africa	sensitive
AY196513	South Africa	sensitive
node_2758	South Africa	sensitive
EF602230	South Africa	sensitive
node_2765	South Africa	sensitive
AY772699	South Africa	sensitive
node_2768	South Africa	sensitive
node_2770	South Africa	sensitive
node_2771	South Africa	sensitive
KU168308	South Africa	sensitive
KU749412	Asia	sensitive
FJ199641	South Africa	sensitive
node_2879	South Africa	sensitive
node_2929	South Africa	sensitive
node_2931	South Africa	sensitive
HM191530	Europe	sensitive
node_3015	East Africa	sensitive
AM260278	East Africa	sensitive
node_3025	East Africa	sensitive
AM260321	East Africa	sensitive
node_3036	East Africa	sensitive
node_3049	East Africa	sensitive
node_3066	East Africa	sensitive
EU251798	East Africa	sensitive
EU251764	East Africa	sensitive
node_3073	East Africa	sensitive
node_3076	East Africa	sensitive
GQ400993	Europe	sensitive
node_3086	East Africa	sensitive
AM260276	East Africa	sensitive
node_3140	Central America	sensitive
node_3140	East Africa	
node_3140	Horn of Africa	
AB285797	Horn of Africa	sensitive
node_3144	East Africa	sensitive
node_3181	Horn of Africa	sensitive
node_3236	Horn of Africa	sensitive
node_3238	Horn of Africa	sensitive
node_3240	Horn of Africa	sensitive
MF373139	Europe	sensitive
node_3255	East Africa	sensitive
node_3257	East Africa	sensitive
node_3265	East Africa	sensitive
node_3297	Europe	sensitive
node_3298	East Africa	sensitive
node_3298	Europe	
AM260306	East Africa	sensitive
node_3308	Europe	sensitive
HM534022	South America	sensitive
FJ591315	South America	sensitive
FJ591548	South America	resistant
node_3392	South America	resistant
JX140663	South America	sensitive
node_3422	South America	sensitive
HM534190	South America	sensitive
node_3425	South America	sensitive
FJ591425	South America	sensitive
node_3429	South America	sensitive
EF379171	South America	sensitive
node_3431	South America	sensitive
node_3439	South America	sensitive
GQ401311	South America	sensitive
node_3448	South America	sensitive
node_3452	South America	sensitive
FJ591316	South America	sensitive
node_3456	South America	sensitive
node_3461	South America	sensitive
node_3462	South America	sensitive
AY727522	South America	resistant
node_3466	South America	resistant
FJ591403	South America	sensitive
FJ591475	South America	sensitive
node_3480	South America	sensitive
node_3482	South America	sensitive
node_3538	South America	sensitive
node_3549	South America	sensitive
FJ591456	South America	sensitive
node_3551	South America	sensitive
DQ518537	South America	sensitive
node_3555	South America	sensitive
node_3557	South America	sensitive
node_3583	South America	sensitive
EU158872	Asia	sensitive
node_244	Europe	sensitive
EU106119	Asia	sensitive
EU683765	Asia	sensitive
AY787492	Asia	sensitive
KU341726	Asia	sensitive
node_340	Asia	sensitive
node_346	Asia	sensitive
EU447781	Asia	sensitive
node_484	Asia	sensitive
node_488	Asia	sensitive
node_489	Asia	sensitive
EU030418	Asia	sensitive
EU683763	Asia	sensitive
AY746367	Asia	sensitive
EU106126	Asia	sensitive
node_528	Asia	sensitive
node_533	Asia	sensitive
node_536	Asia	sensitive
node_538	Asia	sensitive
node_542	Asia	sensitive
node_546	Asia	sensitive
node_557	Asia	sensitive
node_566	Asia	sensitive
node_571	Asia	sensitive
node_576	Asia	sensitive
EU781838	Asia	resistant
DQ826646	Asia	resistant
node_788	Horn of Africa	sensitive
node_790	Horn of Africa	sensitive
node_790	Southern Africa ex SA	
KM049965	Central Africa	sensitive
HM119929	Central Africa	sensitive
node_794	Horn of Africa	sensitive
node_796	Horn of Africa	sensitive
KU319546	Horn of Africa	sensitive
node_800	Horn of Africa	sensitive
node_804	Central Africa	sensitive
node_829	Horn of Africa	sensitive
KC156214	Southern Africa ex SA	sensitive
HM119631	Central Africa	sensitive
AB285786	Horn of Africa	sensitive
AB285827	Horn of Africa	sensitive
AY102510	Horn of Africa	sensitive
AB285766	Horn of Africa	sensitive
AY255824	Europe	sensitive
node_844	Horn of Africa	sensitive
node_849	Horn of Africa	sensitive
node_853	Horn of Africa	sensitive
node_857	Horn of Africa	sensitive
node_862	Horn of Africa	sensitive
node_868	Horn of Africa	sensitive
node_869	Horn of Africa	sensitive
HM191538	Europe	sensitive
AB285753	Horn of Africa	sensitive
node_950	Central Africa	sensitive
node_979	Central Africa	sensitive
HM120014	Central Africa	sensitive
node_1015	Central Africa	sensitive
GQ400595	Europe	sensitive
AB285765	Horn of Africa	sensitive
node_1084	Central Africa	sensitive
node_1098	Central Africa	sensitive
node_1111	Central Africa	sensitive
node_1112	Central Africa	sensitive
AF443088	Southern Africa ex SA	sensitive
node_1118	Central Africa	sensitive
AF443077	Southern Africa ex SA	sensitive
AY829296	Southern Africa ex SA	sensitive
AF443074	Southern Africa ex SA	sensitive
AF443103	Southern Africa ex SA	sensitive
HM119927	Central Africa	sensitive
node_1127	Central Africa	sensitive
node_1133	Central Africa	sensitive
node_1133	Southern Africa ex SA	
node_1140	Central Africa	sensitive
EU244693	South Africa	sensitive
node_1151	Central Africa	sensitive
KM050031	Central Africa	sensitive
node_1153	Central Africa	sensitive
GQ433885	Central Africa	sensitive
node_1158	Central Africa	sensitive
HM119842	Central Africa	sensitive
node_1163	Central Africa	sensitive
KM050181	Central Africa	sensitive
node_1169	Central Africa	sensitive
HM120096	Central Africa	sensitive
node_1219	Central Africa	sensitive
KM050161	Central Africa	sensitive
KM050160	Central Africa	sensitive
node_1300	Central Africa	sensitive
node_1311	Central Africa	sensitive
KM050667	Central Africa	sensitive
GQ433887	Central Africa	sensitive
KM050633	Central Africa	sensitive
KM050632	Central Africa	sensitive
AM071430	Southern Africa ex SA	sensitive
node_1318	West Africa	sensitive
node_1331	Southern Africa ex SA	sensitive
node_1334	South Africa	sensitive
FJ199532	South Africa	sensitive
FJ199533	South Africa	sensitive
node_1391	Central Africa	sensitive
node_1473	Central Africa	sensitive
GQ433837	Central Africa	sensitive
EU152464	South Africa	sensitive
node_1502	South Africa	sensitive
node_1511	South Africa	sensitive
AY589917	South Africa	sensitive
node_1514	South Africa	sensitive
HM120068	Central Africa	sensitive
node_1552	Central Africa	sensitive
JN687646	South Africa	sensitive
AY829288	Southern Africa ex SA	sensitive
HM120080	Central Africa	sensitive
GQ427139	Central Africa	sensitive
KY658711	Southern Africa ex SA	sensitive
node_1636	Southern Africa ex SA	sensitive
AY196500	South Africa	sensitive
node_1648	Southern Africa ex SA	sensitive
AF110973	Southern Africa ex SA	sensitive
AF110974	Southern Africa ex SA	sensitive
AY829310	Southern Africa ex SA	sensitive
node_1652	Southern Africa ex SA	sensitive
DQ826638	Asia	sensitive
EF186978	Asia	resistant
EF157888	Asia	sensitive
node_1663	Asia	sensitive
FJ878944	Asia	sensitive
FJ907466	Asia	resistant
EU244690	South Africa	sensitive
EF602596	Southern Africa ex SA	sensitive
node_1723	Central Africa	sensitive
node_1732	Central Africa	sensitive
node_1736	Central Africa	sensitive
node_1737	Central Africa	sensitive
GU199582	Southern Africa ex SA	sensitive
EF602599	Southern Africa ex SA	sensitive
HM119885	Central Africa	sensitive
node_1744	Central Africa	sensitive
HM119762	Central Africa	sensitive
HM120093	Central Africa	sensitive
GQ433811	Central Africa	sensitive
node_1748	Central Africa	sensitive
HM119651	Central Africa	sensitive
HM120136	Central Africa	sensitive
KM049947	Central Africa	sensitive
node_2155	Central Africa	sensitive
node_2159	Central Africa	sensitive
node_2161	Central Africa	sensitive
AY878065	South Africa	sensitive
AY756889	Southern Africa ex SA	sensitive
GU253403	South Africa	sensitive
AY589880	South Africa	sensitive
node_2409	Southern Africa ex SA	sensitive
node_2414	South Africa	sensitive
node_2414	Southern Africa ex SA	
AY589888	South Africa	sensitive
node_2418	South Africa	sensitive
node_2418	Southern Africa ex SA	
JX140664	South Africa	sensitive
node_2422	Europe	sensitive
FJ199748	South Africa	sensitive
DQ093602	South Africa	sensitive
AY901971	South Africa	sensitive
DQ164106	South Africa	sensitive
EU251719	East Africa	sensitive
node_2441	Central Africa	sensitive
node_2441	South Africa	
HM120111	Central Africa	sensitive
node_2445	Central Africa	sensitive
node_2455	South Africa	sensitive
node_2470	South Africa	sensitive
node_2495	South Africa	sensitive
node_2575	South Africa	sensitive
GQ999989	South Africa	sensitive
DQ093592	South Africa	sensitive
GU199541	Southern Africa ex SA	sensitive
node_2585	South Africa	sensitive
node_2619	South Africa	sensitive
node_2628	South Africa	sensitive
node_2639	South Africa	sensitive
node_2642	South Africa	sensitive
node_2644	South Africa	sensitive
node_2645	South Africa	sensitive
AY463230	South Africa	sensitive
FJ199540	South Africa	sensitive
FJ199760	South Africa	sensitive
node_2652	South Africa	sensitive
AM071441	Southern Africa ex SA	sensitive
node_2659	Central Africa	sensitive
HM120070	Central Africa	sensitive
node_2687	Central Africa	sensitive
node_2701	Southern Africa ex SA	sensitive
node_2702	Central Africa	sensitive
HM119997	Central Africa	sensitive
EU251753	East Africa	sensitive
FJ199586	South Africa	sensitive
DQ351227	South Africa	sensitive
DQ396392	South Africa	sensitive
FJ199715	South Africa	sensitive
AY136981	South Africa	sensitive
node_2754	South Africa	sensitive
HM120112	Central Africa	sensitive
EF602249	South Africa	sensitive
DQ164110	South Africa	sensitive
KC156130	South Africa	sensitive
AY136966	South Africa	sensitive
AY589886	South Africa	resistant
EU152443	South Africa	sensitive
EU152444	South Africa	sensitive
EF602203	South Africa	sensitive
EU854520	South Africa	sensitive
AY043175	South Africa	sensitive
AF544009	South Africa	sensitive
DQ351225	South Africa	sensitive
node_2878	South Africa	sensitive
EU152428	South Africa	sensitive
node_2928	South Africa	sensitive
AY463221	South Africa	sensitive
node_2930	South Africa	sensitive
AM260234	East Africa	sensitive
node_3014	East Africa	sensitive
MF373187	Europe	sensitive
AM260284	East Africa	sensitive
node_3034	East Africa	sensitive
node_3035	East Africa	sensitive
KX907416	East Africa	sensitive
node_3048	East Africa	sensitive
HM572403	East Africa	sensitive
node_3065	East Africa	sensitive
HM572401	East Africa	sensitive
node_3072	East Africa	sensitive
EU251762	East Africa	sensitive
node_3075	East Africa	sensitive
node_3080	East Africa	sensitive
node_3085	East Africa	sensitive
node_3125	Horn of Africa	sensitive
node_3139	Central America	sensitive
AM260309	East Africa	sensitive
AM260280	East Africa	sensitive
